Episode,Turn,User Query,Bot Response,Expected Response,Reward,Done
128,2,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
128,3,what's 2+2,I'm sorry to hear that. Let me check the tracking info for you.,"Sorry, I didn’t quite get that. Could you please rephrase?",-1,True
129,1,thanks,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
130,1,bye,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
130,2,yo!,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
130,3,hello,Hello! How can I help you today?,Hello! How can I help you today?,1,True
131,1,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
131,2,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,False
131,3,how to reset password?,"Our business hours are 9 AM to 5 PM, Monday to Friday.",You can reset your password using the link we sent to your email.,-1,True
132,1,cancel my order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
132,2,cancel my order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
132,3,can I get a refund?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,True
133,1,bye,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
133,2,return an item,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
133,3,hi darling,Hello! How can I help you today?,"I'm just a bot, but I’m here to help you!",-1,True
134,1,play music,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,False
134,2,hi,Hello! How can I help you today?,Hello! How can I help you today?,1,False
134,3,thank you,"Sure, I can help you cancel your order.",You're welcome! Have a great day!,-1,True
135,1,hey,Hello! How can I help you today?,Hello! How can I help you today?,1,False
135,2,forgot my password,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
135,3,when are you open?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,True
136,1,hi darling,Hello! How can I help you today?,"I'm just a bot, but I’m here to help you!",-1,False
136,2,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,False
136,3,can I get a refund?,"Sure, I can help you cancel your order.","Yes, we offer a 30-day refund policy for eligible returns.",-1,True
137,1,hi darling,Hello! How can I help you today?,"I'm just a bot, but I’m here to help you!",-1,False
137,2,order not arrived,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
137,3,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,True
138,1,do you love me?,Hello! How can I help you today?,"Sorry, I didn’t quite get that. Could you please rephrase?",-1,False
138,2,when are you open?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,False
138,3,hello,Hello! How can I help you today?,Hello! How can I help you today?,1,True
139,1,bye,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
139,2,what's 2+2,"I'm just a bot, but I’m here to help you!","Sorry, I didn’t quite get that. Could you please rephrase?",-1,False
139,3,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,True
140,1,thanks,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
141,1,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,False
141,2,do you love me?,"Sure, I can help you cancel your order.","Sorry, I didn’t quite get that. Could you please rephrase?",-1,False
141,3,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,True
142,1,hey,Hello! How can I help you today?,Hello! How can I help you today?,1,False
142,2,order not arrived,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
142,3,how are you?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,True
143,1,hey,"Yes, we offer a 30-day refund policy for eligible returns.",Hello! How can I help you today?,-1,False
143,2,where is my order?,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
143,3,return an item,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,True
144,1,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,False
144,2,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,False
144,3,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,True
145,1,what's up?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
145,2,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,False
145,3,play music,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,True
146,1,hi,Hello! How can I help you today?,Hello! How can I help you today?,1,False
146,2,where is my order?,"Sorry, I didn’t quite get that. Could you please rephrase?",I'm sorry to hear that. Let me check the tracking info for you.,-1,False
146,3,see you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
147,1,where is my order?,You can reset your password using the link we sent to your email.,I'm sorry to hear that. Let me check the tracking info for you.,-1,False
147,2,forgot my password,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
147,3,order is delayed,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,True
148,1,what's 2+2,I'm sorry to hear that. Let me check the tracking info for you.,"Sorry, I didn’t quite get that. Could you please rephrase?",-1,False
148,2,bye,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
148,3,do you love me?,"Sure, I can help you cancel your order.","Sorry, I didn’t quite get that. Could you please rephrase?",-1,True
149,1,hi darling,"Yes, we offer a 30-day refund policy for eligible returns.","I'm just a bot, but I’m here to help you!",-1,False
149,2,order is delayed,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
149,3,stop my purchase,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,True
150,1,return an item,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
150,2,hi darling,"Our business hours are 9 AM to 5 PM, Monday to Friday.","I'm just a bot, but I’m here to help you!",-1,False
150,3,can I get a refund?,"Sorry, I didn’t quite get that. Could you please rephrase?","Yes, we offer a 30-day refund policy for eligible returns.",-1,True
151,1,sup bot,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
151,2,yo!,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
151,3,return an item,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,True
152,1,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,False
152,2,do you love me?,I'm sorry to hear that. Let me check the tracking info for you.,"Sorry, I didn’t quite get that. Could you please rephrase?",-1,False
152,3,where is my order?,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,True
153,1,hey,Hello! How can I help you today?,Hello! How can I help you today?,1,False
153,2,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,False
153,3,good morning,"Our business hours are 9 AM to 5 PM, Monday to Friday.",Hello! How can I help you today?,-1,True
154,1,order is delayed,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
154,2,how are you?,You can reset your password using the link we sent to your email.,"I'm just a bot, but I’m here to help you!",-1,False
154,3,hi,Hello! How can I help you today?,Hello! How can I help you today?,1,True
155,1,stop my purchase,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
155,2,can I get a refund?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
155,3,when are you open?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,True
156,1,how to reset password?,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
156,2,cancel my order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
156,3,stop my purchase,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,True
157,1,order not arrived,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
157,2,bye,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
157,3,bye,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
158,1,return an item,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
158,2,forgot my password,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
158,3,can I get a refund?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,True
159,1,thanks,I'm sorry to hear that. Let me check the tracking info for you.,You're welcome! Have a great day!,-1,True
160,1,what's 2+2,I'm sorry to hear that. Let me check the tracking info for you.,"Sorry, I didn’t quite get that. Could you please rephrase?",-1,False
160,2,sup bot,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
160,3,hey,Hello! How can I help you today?,Hello! How can I help you today?,1,True
161,1,what's 2+2,I'm sorry to hear that. Let me check the tracking info for you.,"Sorry, I didn’t quite get that. Could you please rephrase?",-1,False
161,2,hi,Hello! How can I help you today?,Hello! How can I help you today?,1,False
161,3,hi darling,I'm sorry to hear that. Let me check the tracking info for you.,"I'm just a bot, but I’m here to help you!",-1,True
162,1,what's 2+2,I'm sorry to hear that. Let me check the tracking info for you.,"Sorry, I didn’t quite get that. Could you please rephrase?",-1,False
162,2,hello,Hello! How can I help you today?,Hello! How can I help you today?,1,False
162,3,hi,Hello! How can I help you today?,Hello! How can I help you today?,1,True
163,1,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
163,2,see you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
163,3,can I get a refund?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,True
164,1,order is delayed,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
164,2,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
164,3,do you love me?,I'm sorry to hear that. Let me check the tracking info for you.,"Sorry, I didn’t quite get that. Could you please rephrase?",-1,True
165,1,stop my purchase,You can reset your password using the link we sent to your email.,"Sure, I can help you cancel your order.",-1,False
165,2,yo!,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
165,3,hi darling,I'm sorry to hear that. Let me check the tracking info for you.,"I'm just a bot, but I’m here to help you!",-1,True
166,1,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,False
166,2,thanks,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
167,1,return an item,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
167,2,when are you open?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,False
167,3,can I get a refund?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,True
168,1,stop my purchase,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
168,2,forgot my password,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
168,3,what's 2+2,"Sure, I can help you cancel your order.","Sorry, I didn’t quite get that. Could you please rephrase?",-1,True
169,1,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,False
169,2,hello,Hello! How can I help you today?,Hello! How can I help you today?,1,False
169,3,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,True
170,1,bye,Hello! How can I help you today?,You're welcome! Have a great day!,-1,False
170,2,cancel my order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
170,3,what's your refund policy?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,True
171,1,order is delayed,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
171,2,what's up?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
171,3,hi,I'm sorry to hear that. Let me check the tracking info for you.,Hello! How can I help you today?,-1,True
172,1,order is delayed,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
172,2,stop my purchase,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
172,3,do you love me?,You're welcome! Have a great day!,"Sorry, I didn’t quite get that. Could you please rephrase?",-1,True
173,1,play music,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,False
173,2,cancel my order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
173,3,sup bot,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,True
174,1,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,False
174,2,thank you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
174,3,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,True
175,1,hey,You're welcome! Have a great day!,Hello! How can I help you today?,-1,False
175,2,thanks,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
176,1,can I get a refund?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
176,2,hey,Hello! How can I help you today?,Hello! How can I help you today?,1,False
176,3,bye,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
177,1,what's up?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
177,2,cancel my order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
177,3,order is delayed,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,True
178,1,stop my purchase,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
178,2,can I get a refund?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
178,3,hi darling,You're welcome! Have a great day!,"I'm just a bot, but I’m here to help you!",-1,True
179,1,do you love me?,Hello! How can I help you today?,"Sorry, I didn’t quite get that. Could you please rephrase?",-1,False
179,2,where is my order?,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
179,3,what's your refund policy?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,True
180,1,forgot my password,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
180,2,hi darling,You're welcome! Have a great day!,"I'm just a bot, but I’m here to help you!",-1,False
180,3,what's 2+2,I'm sorry to hear that. Let me check the tracking info for you.,"Sorry, I didn’t quite get that. Could you please rephrase?",-1,True
181,1,thanks,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
182,1,hey,Hello! How can I help you today?,Hello! How can I help you today?,1,False
182,2,how to reset password?,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
182,3,cancel my order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,True
183,1,hi,Hello! How can I help you today?,Hello! How can I help you today?,1,False
183,2,when are you open?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,False
183,3,can I get a refund?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,True
184,1,what's 2+2,I'm sorry to hear that. Let me check the tracking info for you.,"Sorry, I didn’t quite get that. Could you please rephrase?",-1,False
184,2,do you love me?,Hello! How can I help you today?,"Sorry, I didn’t quite get that. Could you please rephrase?",-1,False
184,3,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,True
185,1,hello,Hello! How can I help you today?,Hello! How can I help you today?,1,False
185,2,what's your refund policy?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
185,3,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,True
186,1,where is my order?,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
186,2,can I get a refund?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
186,3,play music,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,True
187,1,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
187,2,order is delayed,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
187,3,see you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
188,1,order not arrived,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
188,2,what's up?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
188,3,sup bot,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,True
189,1,how to reset password?,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
189,2,sup bot,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
189,3,how are you?,"Sure, I can help you cancel your order.","I'm just a bot, but I’m here to help you!",-1,True
190,1,order not arrived,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
190,2,do you love me?,"I'm just a bot, but I’m here to help you!","Sorry, I didn’t quite get that. Could you please rephrase?",-1,False
190,3,what's up?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,True
191,1,what's your refund policy?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
191,2,what's your refund policy?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
191,3,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,True
192,1,hey,Hello! How can I help you today?,Hello! How can I help you today?,1,False
192,2,sup bot,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
192,3,sup bot,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,True
193,1,what's your refund policy?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
193,2,sup bot,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
193,3,what's 2+2,You're welcome! Have a great day!,"Sorry, I didn’t quite get that. Could you please rephrase?",-1,True
194,1,can I get a refund?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
194,2,thank you,"I'm just a bot, but I’m here to help you!",You're welcome! Have a great day!,-1,False
194,3,hi darling,Hello! How can I help you today?,"I'm just a bot, but I’m here to help you!",-1,True
195,1,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
195,2,order is delayed,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
195,3,bye,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
196,1,how to reset password?,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
196,2,hey,Hello! How can I help you today?,Hello! How can I help you today?,1,False
196,3,sup bot,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,True
197,1,order not arrived,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
197,2,hello,Hello! How can I help you today?,Hello! How can I help you today?,1,False
197,3,do you love me?,"Yes, we offer a 30-day refund policy for eligible returns.","Sorry, I didn’t quite get that. Could you please rephrase?",-1,True
198,1,thanks,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
199,1,bye,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
199,2,hello,Hello! How can I help you today?,Hello! How can I help you today?,1,False
199,3,hello,Hello! How can I help you today?,Hello! How can I help you today?,1,True
200,1,hi darling,I'm sorry to hear that. Let me check the tracking info for you.,"I'm just a bot, but I’m here to help you!",-1,False
200,2,bye,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
200,3,how to cancel order,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Sure, I can help you cancel your order.",-1,True
201,1,cancel my order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
201,2,forgot my password,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
201,3,when are you open?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,True
202,1,forgot my password,Hello! How can I help you today?,You can reset your password using the link we sent to your email.,-1,False
202,2,sup bot,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
202,3,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,True
203,1,what's your refund policy?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
203,2,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,False
203,3,how to reset password?,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,True
204,1,sup bot,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
204,2,see you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
204,3,do you love me?,You're welcome! Have a great day!,"Sorry, I didn’t quite get that. Could you please rephrase?",-1,True
205,1,thanks,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
206,1,can I get a refund?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
206,2,how to reset password?,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
206,3,order not arrived,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,True
207,1,hey,Hello! How can I help you today?,Hello! How can I help you today?,1,False
207,2,hello,Hello! How can I help you today?,Hello! How can I help you today?,1,False
207,3,order is delayed,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,True
208,1,how are you?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
208,2,what's up?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
208,3,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,True
209,1,return an item,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
209,2,order not arrived,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
209,3,stop my purchase,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,True
210,1,yo!,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
210,2,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,False
210,3,cancel my order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,True
211,1,thanks,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
212,1,cancel my order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
212,2,forgot my password,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
212,3,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,True
213,1,return an item,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
213,2,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
213,3,cancel my order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,True
214,1,order not arrived,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
214,2,sup bot,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
214,3,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,True
215,1,where is my order?,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
215,2,thank you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
215,3,play music,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Sorry, I didn’t quite get that. Could you please rephrase?",-1,True
216,1,where is my order?,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
216,2,where is my order?,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
216,3,hello,Hello! How can I help you today?,Hello! How can I help you today?,1,True
217,1,do you love me?,"I'm just a bot, but I’m here to help you!","Sorry, I didn’t quite get that. Could you please rephrase?",-1,False
217,2,stop my purchase,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
217,3,sup bot,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,True
218,1,thank you,"Sorry, I didn’t quite get that. Could you please rephrase?",You're welcome! Have a great day!,-1,False
218,2,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,False
218,3,order is delayed,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,True
219,1,hello,Hello! How can I help you today?,Hello! How can I help you today?,1,False
219,2,play music,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,False
219,3,thanks,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
220,1,how to reset password?,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
220,2,hi,Hello! How can I help you today?,Hello! How can I help you today?,1,False
220,3,how are you?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,True
221,1,what's up?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
221,2,can I get a refund?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
221,3,see you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
222,1,hi,Hello! How can I help you today?,Hello! How can I help you today?,1,False
222,2,stop my purchase,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
222,3,thank you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
223,1,hi darling,I'm sorry to hear that. Let me check the tracking info for you.,"I'm just a bot, but I’m here to help you!",-1,False
223,2,return an item,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
223,3,what's your refund policy?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,True
224,1,when are you open?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,False
